KEGG ID,Gene stable ID
aga00670,AGAP001065,AGAP007479,AGAP006824,AGAP001423,AGAP010278,AGAP002830,AGAP004677
aga01100,AGAP001050,AGAP007722,AGAP002037,AGAP004890,AGAP008225,AGAP011131,AGAP003584,AGAP012188,AGAP003599,AGAP005650,AGAP003551,AGAP004460,AGAP008540,AGAP002375,AGAP008158,AGAP003846,AGAP001420,AGAP008501,AGAP001116,AGAP004786,AGAP010198,AGAP004749,AGAP006879,AGAP008440,AGAP006824,AGAP004598,AGAP000973,AGAP000862,AGAP006936,AGAP002055,AGAP008653,AGAP007120,AGAP006366,AGAP005009,AGAP003792,AGAP008092,AGAP001724,AGAP000618,AGAP004055,AGAP001257,AGAP004513,AGAP001704,AGAP005134,AGAP006891,AGAP002394,AGAP008502,AGAP011354,AGAP006226,AGAP008926,AGAP011172,AGAP002401,AGAP003704,AGAP000405,AGAP002308,AGAP000881,AGAP000531,AGAP004311,AGAP000794,AGAP008491,AGAP009433,AGAP012397,AGAP010738,AGAP003697,AGAP001065,AGAP009091,AGAP002318,AGAP010739,AGAP004611,AGAP000220,AGAP003719,AGAP011159,AGAP009491,AGAP000885,AGAP011305,AGAP002933,AGAP005618,AGAP001955,AGAP009173,AGAP008802,AGAP010537,AGAP003571,AGAP009072,AGAP007300,AGAP000106,AGAP008730,AGAP009334,AGAP006532,AGAP004451,AGAP008724,AGAP006818,AGAP004654,AGAP013478,AGAP003874,AGAP000979,AGAP006099,AGAP007958,AGAP002020,AGAP005929,AGAP000721,AGAP010672,AGAP001936,AGAP002728,AGAP005282,AGAP001045,AGAP012400,AGAP004362,AGAP005778,AGAP004880,AGAP003015,AGAP007939,AGAP000184,AGAP012122,AGAP010137,AGAP002761,AGAP000162,AGAP010464,AGAP007020,AGAP004867,AGAP008910,AGAP004809,AGAP007309,AGAP003136,AGAP003099,AGAP003688,AGAP003121,AGAP011050,AGAP001587,AGAP001232,AGAP000053,AGAP006821,AGAP011130,AGAP000549,AGAP002227,AGAP006471,AGAP000639,AGAP003711,AGAP007208,AGAP008537,AGAP004391,AGAP005921,AGAP003884,AGAP005051,AGAP008962,AGAP007380,AGAP000849,AGAP009317,AGAP002355,AGAP011302,AGAP005621,AGAP008613,AGAP008602,AGAP004097,AGAP001473,AGAP000843,AGAP005129,AGAP005860,AGAP004802,AGAP007619,AGAP011321,AGAP008258,AGAP012705,AGAP007258,AGAP005866,AGAP001588,AGAP005923,AGAP012453,AGAP006387,AGAP001688,AGAP008131,AGAP005175,AGAP000011,AGAP011761,AGAP011973,AGAP004290,AGAP007852,AGAP008884,AGAP002889,AGAP007841,AGAP007574,AGAP002630,AGAP009209,AGAP005098,AGAP012515,AGAP003583,AGAP003461,AGAP004429,AGAP004205,AGAP009865,AGAP008132,AGAP012533,AGAP000719,AGAP010866,AGAP011829,AGAP010139,AGAP006456,AGAP011353,AGAP001396,AGAP010885,AGAP008849,AGAP004965,AGAP009447,AGAP006943,AGAP004197,AGAP001744,AGAP009644,AGAP004742,AGAP002830,AGAP004744,AGAP003405,AGAP003968,AGAP002192,AGAP007920,AGAP003588,AGAP011824,AGAP002121,AGAP007921,AGAP000415,AGAP008315,AGAP008930,AGAP001256,AGAP008393,AGAP003325,AGAP003984,AGAP003687,AGAP007780,AGAP006780,AGAP003475,AGAP004392,AGAP007297,AGAP002317,AGAP007479,AGAP008141,AGAP006570,AGAP003478,AGAP006065,AGAP004159,AGAP001021,AGAP003928,AGAP002518,AGAP002378,AGAP010174,AGAP001653,AGAP007642,AGAP010267,AGAP004710,AGAP000199,AGAP003414,AGAP008955,AGAP003833,AGAP009824,AGAP004904,AGAP001200,AGAP000679,AGAP006966,AGAP010159,AGAP013544,AGAP012295,AGAP007123,AGAP004352,AGAP012445,AGAP001684,AGAP005712,AGAP002968,AGAP001952,AGAP012374,AGAP012296,AGAP012440,AGAP006807,AGAP002841,AGAP007531,AGAP003030,AGAP008904,AGAP005460,AGAP009305,AGAP005723,AGAP006383,AGAP003699,AGAP006783,AGAP003900,AGAP002564,AGAP008227,AGAP007768,AGAP003464,AGAP003860,AGAP002473,AGAP012825,AGAP003879,AGAP004480,AGAP007918,AGAP004301,AGAP003328,AGAP000118,AGAP001299,AGAP004677,AGAP007111,AGAP003168,AGAP007975,AGAP007988,AGAP002721,AGAP012294,AGAP003396,AGAP003184,AGAP005761,AGAP004992,AGAP007113,AGAP001630,AGAP008074,AGAP010387,AGAP001711,AGAP005581,AGAP005325,AGAP000577,AGAP002499,AGAP010443,AGAP004622,AGAP000818,AGAP000092,AGAP011800,AGAP000179,AGAP005381,AGAP011629,AGAP012568,AGAP001138,AGAP003367,AGAP000327,AGAP002945,AGAP008374,AGAP008727,AGAP000851,AGAP012167,AGAP003652,AGAP000239,AGAP005209,AGAP000180,AGAP002420,AGAP005873,AGAP010241,AGAP012678,AGAP010064,AGAP000170,AGAP002091,AGAP002245,AGAP007621,AGAP009652,AGAP011108,AGAP001423,AGAP002884,AGAP002170,AGAP003124,AGAP003869,AGAP004614,AGAP008596,AGAP004289,AGAP001312,AGAP005948,AGAP010298,AGAP006660,AGAP005865,AGAP000434,AGAP006630,AGAP002683,AGAP010278,AGAP011310,AGAP000939,AGAP003490,AGAP001823,AGAP002396,AGAP008667,AGAP004142,AGAP003601,AGAP004175,AGAP004679,AGAP007082,AGAP004550,AGAP007941,AGAP003153,AGAP001903,AGAP007786,AGAP001884,AGAP004703,AGAP007784,AGAP001951,AGAP006918,AGAP008717,AGAP003629,AGAP001047,AGAP004616,AGAP008000,AGAP011352,AGAP001318,AGAP001589,AGAP004793
aga00790,AGAP004679,AGAP008730,AGAP004290,AGAP006670,AGAP011305,AGAP001684,AGAP010278,AGAP008000,AGAP007300,AGAP004289,AGAP011302
aga03040,AGAP002956,AGAP005314,AGAP002305,AGAP004521,AGAP001584,AGAP003089,AGAP011035,AGAP008263,AGAP005523,AGAP005953,AGAP002780,AGAP004028,AGAP008528,AGAP001195,AGAP004944,AGAP012891,AGAP002076,AGAP005549,AGAP002307,AGAP010496,AGAP005652,AGAP007217,AGAP008381,AGAP007670,AGAP006755,AGAP002547,AGAP000178,AGAP002954,AGAP004546,AGAP010515,AGAP003936,AGAP009687,AGAP002908,AGAP004745,AGAP008303,AGAP009296,AGAP008122,AGAP002706,AGAP006247,AGAP004668,AGAP009075,AGAP005136,AGAP001357,AGAP010594,AGAP004070,AGAP006365,AGAP004912,AGAP008925,AGAP002374,AGAP004582,AGAP006733,AGAP004592,AGAP003891,AGAP010755,AGAP006245,AGAP004509,AGAP007392,AGAP006604,AGAP007246,AGAP007212,AGAP008163,AGAP004682
aga03030,AGAP004685,AGAP005051,AGAP004614,AGAP004408,AGAP007741,AGAP004965,AGAP006387,AGAP010177,AGAP010219,AGAP004392,AGAP009222,AGAP009047,AGAP012825,AGAP008910,AGAP004275,AGAP005144,AGAP008332,AGAP003093,AGAP006065,AGAP004956,AGAP008088,AGAP007477,AGAP005800
aga04144,AGAP001285,AGAP001703,AGAP006518,AGAP006462,AGAP007396,AGAP004755,AGAP004944,AGAP012891,AGAP002076,AGAP005316,AGAP007131,AGAP006890,AGAP005100,AGAP003507,AGAP005531,AGAP004559,AGAP010445,AGAP001617,AGAP005160,AGAP002538,AGAP007542,AGAP006279,AGAP003980,AGAP002440,AGAP003018,AGAP012459,AGAP007901,AGAP004695,AGAP004582,AGAP005344,AGAP003021,AGAP006229,AGAP008896,AGAP000625,AGAP003731,AGAP008521,AGAP004766,AGAP000787,AGAP005934
aga00230,AGAP005921,AGAP010139,AGAP000239,AGAP011756,AGAP005051,AGAP004614,AGAP000280,AGAP000180,AGAP007163,AGAP007722,AGAP012397,AGAP008967,AGAP009317,AGAP004965,AGAP006387,AGAP004890,AGAP005922,AGAP005873,AGAP012122,AGAP010137,AGAP007120,AGAP011973,AGAP011761,AGAP004392,AGAP000577,AGAP004314,AGAP006818,AGAP012825,AGAP004480,AGAP009644,AGAP010064,AGAP004703,AGAP007918,AGAP003405,AGAP002091,AGAP008910,AGAP002375,AGAP005723,AGAP005860,AGAP004597,AGAP000179,AGAP002121,AGAP003629,AGAP006085,AGAP009209,AGAP001423,AGAP006065,AGAP002394,AGAP008683,AGAP000415,AGAP005282,AGAP001256,AGAP002378,AGAP001045,AGAP008393,AGAP008495,AGAP006226,AGAP008374,AGAP010198,AGAP008440,AGAP001217
aga00240,AGAP005051,AGAP005209,AGAP004614,AGAP012397,AGAP002037,AGAP004965,AGAP006387,AGAP005922,AGAP005873,AGAP012122,AGAP007120,AGAP011973,AGAP011761,AGAP004392,AGAP006818,AGAP012825,AGAP004480,AGAP009644,AGAP010064,AGAP004703,AGAP008910,AGAP003968,AGAP003874,AGAP002375,AGAP010159,AGAP002121,AGAP003629,AGAP008158,AGAP009209,AGAP006065,AGAP007111,AGAP002394,AGAP001021,AGAP001045,AGAP008393,AGAP010198,AGAP008495,AGAP000565,AGAP008374,AGAP003124,AGAP004175,AGAP001217
aga03020,AGAP005873,AGAP012122,AGAP002394,AGAP002375,AGAP011761,AGAP011973,AGAP002121,AGAP001045,AGAP008393,AGAP012397,AGAP009209,AGAP004480,AGAP009644,AGAP010064,AGAP004703,AGAP005922
aga03010,AGAP005991,AGAP001865,AGAP001911,AGAP002407,AGAP008916,AGAP005960,AGAP004091,AGAP000952,AGAP002754,AGAP000759,AGAP011706,AGAP003768,AGAP007635,AGAP013102,AGAP010591,AGAP003532,AGAP003538,AGAP004462,AGAP011424,AGAP002332,AGAP002919,AGAP005427,AGAP006612,AGAP008376,AGAP009431,AGAP003025,AGAP009920,AGAP005927,AGAP002395,AGAP004709,AGAP010450,AGAP007087,AGAP010592,AGAP009613,AGAP008329,AGAP002122,AGAP001139,AGAP001595,AGAP002468,AGAP002306,AGAP009998,AGAP006037,AGAP003644,AGAP012284,AGAP010163,AGAP000655,AGAP010065,AGAP000857,AGAP001937,AGAP001998,AGAP010933,AGAP007740,AGAP010216,AGAP007157,AGAP005046,AGAP007580,AGAP009031,AGAP000654,AGAP009324,AGAP011077,AGAP011946,AGAP002917,AGAP010252,AGAP007927,AGAP001274,AGAP001408,AGAP006871,AGAP003217,AGAP004887,AGAP009077,AGAP012138,AGAP005802,AGAP007937,AGAP005615,AGAP001459,AGAP012100,AGAP000950,AGAP002437,AGAP003816,AGAP011298,AGAP010268,AGAP000541,AGAP008773,AGAP011777,AGAP001910,AGAP011802,AGAP004919,AGAP009152,AGAP003592,AGAP005061,AGAP011581,AGAP001805,AGAP000739,AGAP012030,AGAP010590,AGAP011896,AGAP005947,AGAP002921,AGAP002346,AGAP001738,AGAP010257,AGAP004422,AGAP003412,AGAP001545,AGAP005131
